time_s,transmitter,receiver,source_mac,dest_mac,packet_name,packet_bytes
30.003618545,uav1,gateway,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.003618604,uav1,uav2,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.003618604,uav1,uav3,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.003619279,uav1,uav4,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.003619279,uav1,uav6,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.003619314,uav1,uav5,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.003784142,gateway,uav1,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.003784723,gateway,uav2,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.003784723,gateway,uav3,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.003904740,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"arpREPLY",36
30.004127338,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"aodv::Rrep",56
30.004368533,gateway,uav1,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.004369114,gateway,uav2,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.004369114,gateway,uav3,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.004480648,uav2,uav3,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.004480771,uav2,uav1,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.004480790,uav2,uav4,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.004480926,uav2,uav5,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.004481109,uav2,uav6,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.004481293,uav2,gateway,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.004578369,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"aodv::Rrep",56
30.004698548,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"arpREPLY",36
30.004845615,uav3,uav2,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.004845738,uav3,uav1,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.004845757,uav3,uav6,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.004845894,uav3,uav5,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.004846077,uav3,uav4,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.004846260,uav3,gateway,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.005006794,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"aodv::Rrep",56
30.005142392,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-0",136
30.005267277,uav5,uav4,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.005267277,uav5,uav6,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.005267572,uav5,uav2,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.005267572,uav5,uav3,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.005268127,uav5,uav1,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.005353835,gateway,uav3,0A-AA-00-00-00-02,0A-AA-00-00-00-06,"arpREPLY",36
30.005469013,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"aodv::Rrep",56
30.005666366,uav6,uav5,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.005666523,uav6,uav3,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.005666843,uav6,uav2,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.005666849,uav6,uav4,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.005667180,uav6,uav1,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.006385553,uav2,uav3,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.006385677,uav2,uav1,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.006385695,uav2,uav4,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.006385832,uav2,uav5,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.006386015,uav2,uav6,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.006386199,uav2,gateway,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.006891267,uav4,uav5,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.006891425,uav4,uav2,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.006891744,uav4,uav3,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.006891750,uav4,uav6,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.006892081,uav4,uav1,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.007897396,uav3,uav2,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.007897520,uav3,uav1,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.007897538,uav3,uav6,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.007897675,uav3,uav5,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.007897858,uav3,uav4,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.007898041,uav3,gateway,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.010075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-0",236
30.020075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-0",236
30.034761258,uav4,uav5,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.034761416,uav4,uav2,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.034761735,uav4,uav3,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.034761741,uav4,uav6,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.034762072,uav4,uav1,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.034891670,uav1,gateway,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.034891729,uav1,uav3,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.034891729,uav1,uav2,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.034892404,uav1,uav4,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.034892404,uav1,uav6,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.034892440,uav1,uav5,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.035157933,uav3,uav2,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.035158056,uav3,uav1,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.035158074,uav3,uav6,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.035158211,uav3,uav5,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.035158394,uav3,uav4,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.035158578,uav3,gateway,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.035378726,uav4,uav1,0A-AA-00-00-00-07,0A-AA-00-00-00-04,"arpREPLY",36
30.035518053,uav4,uav3,0A-AA-00-00-00-07,0A-AA-00-00-00-06,"arpREPLY",36
30.035733042,uav1,uav4,0A-AA-00-00-00-04,0A-AA-00-00-00-07,"aodv::Rrep",56
30.035858032,uav3,uav4,0A-AA-00-00-00-06,0A-AA-00-00-00-07,"aodv::Rrep",56
30.038212878,uav5,uav4,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.038212878,uav5,uav6,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.038213172,uav5,uav2,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.038213172,uav5,uav3,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.038213727,uav5,uav1,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.039316002,uav6,uav5,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.039316159,uav6,uav3,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.039316479,uav6,uav2,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.039316485,uav6,uav4,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.039316816,uav6,uav1,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.041308976,uav5,uav4,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.041308976,uav5,uav6,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.041309270,uav5,uav2,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.041309270,uav5,uav3,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.041309826,uav5,uav1,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.041402804,uav2,uav3,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041402927,uav2,uav1,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041402946,uav2,uav4,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041403083,uav2,uav5,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041403265,uav2,uav6,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041403449,uav2,gateway,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041478464,uav4,uav5,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041478621,uav4,uav2,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041478941,uav4,uav3,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041478946,uav4,uav6,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041479277,uav4,uav1,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041549297,uav2,uav4,0A-AA-00-00-00-05,0A-AA-00-00-00-07,"aodv::Rrep",56
30.041714825,uav3,uav2,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041714949,uav3,uav1,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041714967,uav3,uav6,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041715104,uav3,uav5,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041715287,uav3,uav4,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041715471,uav3,gateway,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041826547,uav1,gateway,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041826606,uav1,uav3,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041826606,uav1,uav2,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041827280,uav1,uav4,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041827280,uav1,uav6,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041827316,uav1,uav5,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.041903129,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"arpREPLY",36
30.042035941,uav2,uav5,0A-AA-00-00-00-05,0A-AA-00-00-00-08,"aodv::Rrep",56
30.042146459,uav5,uav4,0A-AA-00-00-00-08,0A-AA-00-00-00-07,"arpREPLY",36
30.042287977,uav4,uav5,0A-AA-00-00-00-07,0A-AA-00-00-00-08,"aodv::Rrep",56
30.042461789,uav5,uav3,0A-AA-00-00-00-08,0A-AA-00-00-00-06,"arpREPLY",36
30.042621601,uav3,uav5,0A-AA-00-00-00-06,0A-AA-00-00-00-08,"aodv::Rrep",56
30.042822969,uav5,uav1,0A-AA-00-00-00-08,0A-AA-00-00-00-04,"arpREPLY",36
30.043037336,uav1,uav5,0A-AA-00-00-00-04,0A-AA-00-00-00-08,"aodv::Rrep",56
30.043683048,uav6,uav5,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.043683205,uav6,uav3,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.043683525,uav6,uav2,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.043683530,uav6,uav4,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.043683861,uav6,uav1,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.050067549,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-0",136
30.054633695,uav6,uav5,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.054633853,uav6,uav3,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.054634172,uav6,uav2,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.054634178,uav6,uav4,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.054634509,uav6,uav1,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.054718706,uav2,uav3,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054718830,uav2,uav1,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054718848,uav2,uav4,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054718985,uav2,uav5,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054719168,uav2,uav6,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054719351,uav2,gateway,0A-AA-00-00-00-05,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054794503,uav5,uav4,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054794503,uav5,uav6,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054794797,uav5,uav2,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054794797,uav5,uav3,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054795352,uav5,uav1,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054870331,uav3,uav2,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054870454,uav3,uav1,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054870472,uav3,uav6,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054870609,uav3,uav5,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054870792,uav3,uav4,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054870976,uav3,gateway,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.054955468,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"arpREPLY",36
30.055066981,uav6,uav5,0A-AA-00-00-00-09,0A-AA-00-00-00-08,"arpREPLY",36
30.055200788,uav2,uav6,0A-AA-00-00-00-05,0A-AA-00-00-00-09,"aodv::Rrep",56
30.055330718,uav1,gateway,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.055330777,uav1,uav3,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.055330777,uav1,uav2,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.055331451,uav1,uav4,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.055331451,uav1,uav6,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.055331487,uav1,uav5,0A-AA-00-00-00-04,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.055420005,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"aodv::Rrep",56
30.055549524,uav4,uav5,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.055549681,uav4,uav2,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.055550001,uav4,uav3,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.055550007,uav4,uav6,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.055550338,uav4,uav1,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"arpREQ",36
30.055670682,uav6,uav3,0A-AA-00-00-00-09,0A-AA-00-00-00-06,"arpREPLY",36
30.055803357,uav3,uav6,0A-AA-00-00-00-06,0A-AA-00-00-00-09,"aodv::Rrep",56
30.055995689,uav6,uav1,0A-AA-00-00-00-09,0A-AA-00-00-00-04,"arpREPLY",36
30.056180022,uav6,uav4,0A-AA-00-00-00-09,0A-AA-00-00-00-07,"arpREPLY",36
30.056359685,uav1,uav6,0A-AA-00-00-00-04,0A-AA-00-00-00-09,"aodv::Rrep",56
30.056484686,uav4,uav6,0A-AA-00-00-00-07,0A-AA-00-00-00-09,"aodv::Rrep",56
30.100074598,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-1",236
30.100309777,gateway,uav3,0A-AA-00-00-00-02,0A-AA-00-00-00-06,"GcsCommand-0",136
30.110075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-1",236
30.120075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-1",236
30.130075332,uav4,uav1,0A-AA-00-00-00-07,0A-AA-00-00-00-04,"UavTelemetry-1",236
30.130248930,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-1",236
30.140074812,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-1",236
30.140320991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-1",236
30.150074995,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-1",236
30.150357174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-1",236
30.151505357,gateway,uav1,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.151505936,gateway,uav2,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.151505937,gateway,uav3,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.151658116,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"aodv::Rrep",56
30.151791313,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"aodv::Rrep",56
30.151954492,gateway,uav3,0A-AA-00-00-00-02,0A-AA-00-00-00-06,"GcsCommand-0",136
30.152070204,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"aodv::Rrep",56
30.152216378,uav3,uav4,0A-AA-00-00-00-06,0A-AA-00-00-00-07,"GcsCommand-0",136
30.200074599,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-2",236
30.201356674,gateway,uav1,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.201357253,gateway,uav2,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.201357254,gateway,uav3,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.201427272,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"aodv::Rrep",56
30.201607871,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-0",136
30.201741707,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"aodv::Rrep",56
30.201876064,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"aodv::Rrep",56
30.202076031,uav1,uav5,0A-AA-00-00-00-04,0A-AA-00-00-00-08,"GcsCommand-0",136
30.210075178,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-2",236
30.220075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-2",236
30.230075332,uav4,uav1,0A-AA-00-00-00-07,0A-AA-00-00-00-04,"UavTelemetry-2",236
30.230311931,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-2",236
30.240074812,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-2",236
30.240311990,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-2",236
30.250074995,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-2",236
30.250240173,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-2",236
30.253804965,gateway,uav1,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.253805544,gateway,uav2,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.253805545,gateway,uav3,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.300074599,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3",236
30.310075178,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3",236
30.320075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-3",236
30.330075332,uav4,uav1,0A-AA-00-00-00-07,0A-AA-00-00-00-04,"UavTelemetry-3",236
30.330257931,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3",236
30.340074812,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3",236
30.340329990,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3",236
30.350074995,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-3",236
30.350240173,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3",236
30.400074600,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-4",236
30.410075178,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-4",236
30.420075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-4",236
30.430075332,uav4,uav1,0A-AA-00-00-00-07,0A-AA-00-00-00-04,"UavTelemetry-4",236
30.430284932,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-4",236
30.440074812,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-4",236
30.440302990,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-4",236
30.450074995,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-4",236
30.450222173,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-4",236
30.500074601,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-5",236
30.500201201,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-1",136
30.510075177,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-5",236
30.520075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-5",236
30.530075332,uav4,uav1,0A-AA-00-00-00-07,0A-AA-00-00-00-04,"UavTelemetry-5",236
30.530221933,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-5",236
30.540074812,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-5",236
30.540311990,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-5",236
30.550074995,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-5",236
30.550303172,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-5",236
30.550466350,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-1",136
30.574842225,gateway,uav1,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.574842801,gateway,uav2,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.574842803,gateway,uav3,0A-AA-00-00-00-02,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
30.600074601,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-6",236
30.600273780,gateway,uav3,0A-AA-00-00-00-02,0A-AA-00-00-00-06,"GcsCommand-1",136
