time_s,transmitter,receiver,source_mac,dest_mac,packet_name,packet_bytes
373.320074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3433",236
373.320285174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3433",236
373.330074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3433",236
373.330356991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3433",236
373.340074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3433",236
373.340239854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3433",236
373.350075065,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3433",236
373.400074687,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3434",236
373.410075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3434",236
373.420074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3434",236
373.420285174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3434",236
373.430074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3434",236
373.430329991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3434",236
373.440074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3434",236
373.440320854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3434",236
373.450075066,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3434",236
373.500074686,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3435",236
373.500309371,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-687",136
373.510075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3435",236
373.520074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3435",236
373.520303174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3435",236
373.530074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3435",236
373.530311991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3435",236
373.540074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3435",236
373.540248854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3435",236
373.550075067,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3435",236
373.550265246,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-687",136
373.600074684,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3436",236
373.600291753,gateway,uav6,0A-AA-00-00-00-02,0A-AA-00-00-00-09,"GcsCommand-687",136
373.600544573,uav6,uav3,0A-AA-00-00-00-09,0A-AA-00-00-00-06,"GcsCommand-687",136
373.610075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3436",236
373.620074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3436",236
373.620303174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3436",236
373.630074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3436",236
373.630329991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3436",236
373.640074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3436",236
373.640221854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3436",236
373.650075069,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3436",236
373.650336753,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-687",136
373.650472994,uav1,uav4,0A-AA-00-00-00-04,0A-AA-00-00-00-07,"GcsCommand-687",136
373.700074683,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3437",236
373.700264753,gateway,uav6,0A-AA-00-00-00-02,0A-AA-00-00-00-09,"GcsCommand-687",136
373.700481797,uav6,uav5,0A-AA-00-00-00-09,0A-AA-00-00-00-08,"GcsCommand-687",136
373.710075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3437",236
373.720074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3437",236
373.720267174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3437",236
373.730074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3437",236
373.730248991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3437",236
373.740074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3437",236
373.740302854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3437",236
373.750075070,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3437",236
373.750220140,gateway,uav6,0A-AA-00-00-00-02,0A-AA-00-00-00-09,"GcsCommand-687",136
373.800074682,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3438",236
373.810075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3438",236
373.820074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3438",236
373.820285174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3438",236
373.830074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3438",236
373.830239991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3438",236
373.840074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3438",236
373.840230854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3438",236
373.850075071,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3438",236
373.900074681,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3439",236
373.910075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3439",236
373.920074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3439",236
373.920312174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3439",236
373.930074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3439",236
373.930239991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3439",236
373.940074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3439",236
373.940338854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3439",236
373.950075072,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3439",236
374.000074680,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3440",236
374.000219359,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-688",136
374.010075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3440",236
374.020074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3440",236
374.020285174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3440",236
374.030074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3440",236
374.030302991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3440",236
374.040074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3440",236
374.040293854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3440",236
374.050075074,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3440",236
374.050265253,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-688",136
374.100074678,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3441",236
374.100210753,gateway,uav6,0A-AA-00-00-00-02,0A-AA-00-00-00-09,"GcsCommand-688",136
374.100472566,uav6,uav3,0A-AA-00-00-00-09,0A-AA-00-00-00-06,"GcsCommand-688",136
374.110075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3441",236
374.120074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3441",236
374.120249174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3441",236
374.130074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3441",236
374.130329991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3441",236
374.140074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3441",236
374.140230854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3441",236
374.150075075,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3441",236
374.150255753,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-688",136
374.150446000,uav1,uav4,0A-AA-00-00-00-04,0A-AA-00-00-00-07,"GcsCommand-688",136
374.200074677,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3442",236
374.200264753,gateway,uav6,0A-AA-00-00-00-02,0A-AA-00-00-00-09,"GcsCommand-688",136
374.200427794,uav6,uav5,0A-AA-00-00-00-09,0A-AA-00-00-00-08,"GcsCommand-688",136
374.210075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3442",236
374.220074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3442",236
374.220249174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3442",236
374.230074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3442",236
374.230311991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3442",236
374.240074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3442",236
374.240257854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3442",236
374.250075076,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3442",236
374.250319152,gateway,uav6,0A-AA-00-00-00-02,0A-AA-00-00-00-09,"GcsCommand-688",136
374.300074676,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3443",236
374.310075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3443",236
374.320074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3443",236
374.320348174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3443",236
374.330074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3443",236
374.330293991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3443",236
374.340074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3443",236
374.340275854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3443",236
374.350075077,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3443",236
374.400074675,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3444",236
374.410075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3444",236
374.420074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3444",236
374.420330174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3444",236
374.430074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3444",236
374.430293991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3444",236
374.440074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3444",236
374.440338854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3444",236
374.450075079,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3444",236
374.500074674,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3445",236
374.500309347,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-689",136
374.510075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3445",236
374.520074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3445",236
374.520339174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3445",236
374.530074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3445",236
374.530356991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3445",236
374.540074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3445",236
374.540311854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3445",236
374.550075080,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3445",236
374.550202259,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-689",136
374.600074673,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3446",236
374.600237753,gateway,uav6,0A-AA-00-00-00-02,0A-AA-00-00-00-09,"GcsCommand-689",136
374.600481560,uav6,uav3,0A-AA-00-00-00-09,0A-AA-00-00-00-06,"GcsCommand-689",136
374.610075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3446",236
374.620074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3446",236
374.620339174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3446",236
374.630074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3446",236
374.630338991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3446",236
374.640074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3446",236
374.640275854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3446",236
374.650075081,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3446",236
374.650237753,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-689",136
374.650428007,uav1,uav4,0A-AA-00-00-00-04,0A-AA-00-00-00-07,"GcsCommand-689",136
374.700074671,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3447",236
374.700291753,gateway,uav6,0A-AA-00-00-00-02,0A-AA-00-00-00-09,"GcsCommand-689",136
374.700544792,uav6,uav5,0A-AA-00-00-00-09,0A-AA-00-00-00-08,"GcsCommand-689",136
374.710075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3447",236
374.722208549,uav3,uav4,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
374.722208836,uav3,uav6,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
374.722209026,uav3,uav2,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
374.722209032,uav3,uav5,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
374.722209238,uav3,uav1,0A-AA-00-00-00-06,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
374.722280021,uav2,uav3,0A-AA-00-00-00-05,0A-AA-00-00-00-06,"aodv::Rrep",56
374.722459435,uav1,uav3,0A-AA-00-00-00-04,0A-AA-00-00-00-06,"aodv::Rrep",56
374.722629045,uav6,uav3,0A-AA-00-00-00-09,0A-AA-00-00-00-06,"aodv::Rrep",56
374.722754046,uav5,uav3,0A-AA-00-00-00-08,0A-AA-00-00-00-06,"aodv::Rrep",56
374.725427198,uav4,uav3,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
374.725427198,uav4,uav5,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
374.725427493,uav4,uav2,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
374.725427592,uav4,uav6,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
374.725427935,uav4,uav1,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
374.730074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3447",236
374.730221991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3447",236
374.740074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3447",236
374.740257854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3447",236
374.750075082,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3447",236
374.750211165,gateway,uav6,0A-AA-00-00-00-02,0A-AA-00-00-00-09,"GcsCommand-689",136
374.800074670,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3448",236
374.810075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3448",236
374.820074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3448",236
374.820303174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3448",236
374.830074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3448",236
374.830275991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3448",236
374.840074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3448",236
374.840257854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3448",236
374.850075084,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3448",236
374.900074669,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3449",236
374.910075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3449",236
374.920074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3449",236
374.920294174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3449",236
374.930074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3449",236
374.930275991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3449",236
374.940074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3449",236
374.940230854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3449",236
374.950075085,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3449",236
375.000074668,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3450",236
375.000336335,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-690",136
375.010075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3450",236
375.020074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3450",236
375.020258174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3450",236
375.030074812,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-3450",236
375.030302991,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3450",236
375.040074675,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-3450",236
375.040248854,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3450",236
375.050075086,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3450",236
375.050328265,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-690",136
375.100074667,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3451",236
375.100264753,gateway,uav6,0A-AA-00-00-00-02,0A-AA-00-00-00-09,"GcsCommand-690",136
375.100409553,uav6,uav3,0A-AA-00-00-00-09,0A-AA-00-00-00-06,"GcsCommand-690",136
375.110075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3451",236
375.120074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3451",236
375.120285174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3451",236
375.131043122,uav4,uav3,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.131043122,uav4,uav5,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.131043417,uav4,uav2,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.131043512,uav4,uav6,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.131043864,uav4,uav1,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.131141419,uav6,uav4,0A-AA-00-00-00-09,0A-AA-00-00-00-07,"aodv::Rrep",56
375.131284938,uav1,uav4,0A-AA-00-00-00-04,0A-AA-00-00-00-07,"aodv::Rrep",56
375.131702973,uav3,uav4,0A-AA-00-00-00-06,0A-AA-00-00-00-07,"aodv::Rrep",56
375.131890598,uav2,uav4,0A-AA-00-00-00-05,0A-AA-00-00-00-07,"aodv::Rrep",56
375.134002875,uav5,uav4,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.134003032,uav5,uav2,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.134003358,uav5,uav3,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.134003394,uav5,uav6,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.134003609,uav5,uav1,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.145005814,uav5,uav4,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.145005972,uav5,uav2,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.145006297,uav5,uav3,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.145006333,uav5,uav6,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.145006549,uav5,uav1,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
375.145085332,uav4,uav5,0A-AA-00-00-00-07,0A-AA-00-00-00-08,"aodv::Rrep",56
375.145219333,uav3,uav5,0A-AA-00-00-00-06,0A-AA-00-00-00-08,"aodv::Rrep",56
375.150075087,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3451",236
375.150300753,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-690",136
375.150527013,uav1,uav4,0A-AA-00-00-00-04,0A-AA-00-00-00-07,"GcsCommand-690",136
375.200074665,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3452",236
375.200219753,gateway,uav6,0A-AA-00-00-00-02,0A-AA-00-00-00-09,"GcsCommand-690",136
375.200364790,uav6,uav5,0A-AA-00-00-00-09,0A-AA-00-00-00-08,"GcsCommand-690",136
375.210075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3452",236
375.220074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3452",236
375.220312174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3452",236
375.230074906,uav4,uav6,0A-AA-00-00-00-07,0A-AA-00-00-00-09,"UavTelemetry-3452",236
375.230311995,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3452",236
375.240074518,uav5,uav4,0A-AA-00-00-00-08,0A-AA-00-00-00-07,"UavTelemetry-3452",236
375.240320424,uav4,uav6,0A-AA-00-00-00-07,0A-AA-00-00-00-09,"UavTelemetry-3452",236
375.240512512,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3452",236
375.250075089,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3452",236
375.250202177,gateway,uav6,0A-AA-00-00-00-02,0A-AA-00-00-00-09,"GcsCommand-690",136
375.300074664,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-3453",236
375.310075179,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3453",236
375.320074995,uav3,uav2,0A-AA-00-00-00-06,0A-AA-00-00-00-05,"UavTelemetry-3453",236
375.320240174,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-3453",236
375.330074905,uav4,uav6,0A-AA-00-00-00-07,0A-AA-00-00-00-09,"UavTelemetry-3453",236
375.330302995,uav6,gateway,0A-AA-00-00-00-09,0A-AA-00-00-00-02,"UavTelemetry-3453",236
